profile_id,first_name,last_name,full_name,linkedin_url,headline,city,country,skills,summary,experience_level
72174b28-d708-4b2d-83d5-833c1607a665,Melanie,Munoz,Melanie Munoz,https://linkedin.com/in/melanie-munoz,Product Designer at Slack,Dallas,United States,"Redux, Vue.js, Tailwind CSS, GitLab, Trello, DDD, BDD","Tech professional with 4+ years of experience specializing in Redux, BDD, Vue.js. Proven track record of delivering high-quality solutions.",Mid
b1a62d36-2ddb-4909-a985-8db5caac8c86,Lindsay,Blair,Lindsay Blair,https://linkedin.com/in/lindsay.blair,IT Director at NVIDIA,Paris,France,"Terraform, ELK Stack, Web3, Game Development, Supabase, R",Accomplished IT Director with a proven track record of success. 22+ years of experience leading teams and initiatives in FAANG & Big Tech companies.,Leadership
45b204a1-2155-411d-bcc8-2bd069aac19a,Amanda,Dudley,Amanda Dudley,https://linkedin.com/in/adudley,Cybersecurity Specialist at Retool,Oslo,Norway,"Microservices Architecture, DDD, Microsoft Teams, IntelliJ, Cassandra, ASP.NET","Seasoned Cybersecurity Specialist with 14+ years of experience leading teams and projects. Expert in ASP.NET, DDD, Cassandra with a proven track record of success.",Senior
da4a6136-bf32-4673-afaa-0f54f7ad22f8,Nicholas,Arnold,Nicholas Arnold,https://linkedin.com/in/arnold.n,Compliance Specialist at Baidu,Taipei,Taiwan,"MATLAB, High-Performance Computing, SQL, Robotics, Unreal Engine","Seasoned Compliance Specialist with 10+ years of experience leading teams and projects. Expert in Unreal Engine, MATLAB, High-Performance Computing with a proven track record of success.",Senior
2f79e73f-b629-4e25-a826-dd087e2fe2ce,Maria,Montgomery,Maria Montgomery,https://linkedin.com/in/maria.montgomery439,Senior Data Scientist at eBay,Lisbon,Portugal,"ONNX, LLMs, scikit-learn, Python, Lua, SQLite, Colab","Experienced Senior Data Scientist with expertise in Colab, SQLite, ONNX. Passionate about building scalable, user-centric products that solve real problems.",Mid
25e0f19f-321f-411f-89c5-d3119216ab61,Michelle,Ray,Michelle Ray,https://linkedin.com/in/michelle.ray,NLP Engineer at Cohere,San Jose,United States,"Next.js, Java, Notion, Chef, Helm, Python","Tech professional with 3+ years of experience specializing in Helm, Notion, Next.js. Proven track record of delivering high-quality solutions.",Mid
d8177125-d988-4bf6-af8a-9bd866efa02a,Janet,Williams,Janet Williams,https://linkedin.com/in/williams.j,Database Administrator at Twitter,Irvine,United States,"LLMs, Reinforcement Learning, NLTK, PHP, Rust, Firebase, Trello, Postman","Experienced Database Administrator with deep expertise in Firebase, LLMs, PHP. Passionate about solving challenging technical problems and delivering impactful solutions.",Senior
d30d5387-eb7f-4f97-bee8-8a6eb36924fa,Jeremy,Roberts,Jeremy Roberts,https://linkedin.com/in/roberts.j218,UI Designer at Airtable,Cupertino,United States,"Web Accessibility, WebGL, CSS3, Colab, cURL, Agile, Kanban","Versatile UI Designer with 5+ years in the tech industry. Skilled in WebGL, Colab, Kanban with a focus on driving innovation.",Mid
4404d6e5-994a-4573-af55-949073dde9ef,Christopher,Hall,Christopher Hall,https://linkedin.com/in/hall.c,Developer Advocate at HubSpot,Menlo Park,United States,"JWT, Haskell, CI/CD, Next.js, WebSockets, Lua, cURL","Experienced Developer Advocate with expertise in JWT, cURL, WebSockets. Passionate about building scalable, user-centric products that solve real problems.",Mid
18b54617-0b99-4b64-93f8-80ed2959801b,Craig,Ramirez,Craig Ramirez,https://linkedin.com/in/cramirez,Blockchain Developer at Lenovo,Irvine,United States,"Scala, JWT, Jira, MATLAB, Helm","Recent graduate with 3+ years of experience in MATLAB, Helm, JWT. Excited to build innovative solutions in the tech space.",Entry
4f53ee29-5804-4979-8705-cbc477367673,Cynthia,Diaz,Cynthia Diaz,https://linkedin.com/in/cynthia-diaz,Principal Data Scientist at Microsoft,San Francisco,United States,"MLOps, spaCy, Dask, JavaScript, Rust, Neo4j, Supabase, Obsidian","Visionary Principal Data Scientist with 15+ years of experience leading teams and driving innovation. Deep expertise in Rust, Supabase, Neo4j and strategic planning.",Leadership
ba4000c8-a742-4b0d-aa1b-1b1d42662cc4,Mitchell,Clark,Mitchell Clark,https://linkedin.com/in/mitchell.clark,Lead Data Scientist at Canva,Shanghai,China,"LLMs, NLTK, LangChain, Databricks, R, Oracle DB, Firebase, Postman, GitLab","Experienced Lead Data Scientist with deep expertise in Firebase, Oracle DB, R. Passionate about solving challenging technical problems and delivering impactful solutions.",Senior
b614f6c1-da8e-4ada-babe-4cb38e2430a1,Joseph,Zuniga,Joseph Zuniga,https://linkedin.com/in/joseph-zuniga235,Creative Director at Twitter,Tokyo,Japan,"High-Performance Computing, Quantum Computing, Big Data, SwiftUI, Sketch, cURL, Groovy, Scala","Executive technology professional with extensive experience in High-Performance Computing, SwiftUI, Scala. 25+ years of leadership in the tech industry, focused on organizational growth and excellence.",Leadership
2a61d38c-6674-4c32-8c28-0ecca2b7762f,Deborah,Lynch,Deborah Lynch,https://linkedin.com/in/dlynch119,Staff Software Engineer at Twilio,Minneapolis,United States,"Bitbucket, Swift, Tailwind CSS, cURL, ASP.NET","Senior tech professional specializing in Bitbucket, cURL, ASP.NET. 11+ years of experience building complex systems and mentoring junior engineers.",Senior
6690d11f-010a-4c22-a79c-1e8edaafdba0,George,Daniel,George Daniel,https://linkedin.com/in/daniel.g,Senior Product Manager at Retool,Mountain View,United States,"Git, Slack, CI/CD, PWA, Bootstrap","Senior tech professional specializing in PWA, CI/CD, Git. 14+ years of experience building complex systems and mentoring junior engineers.",Senior
e239dd6e-82d2-408d-b040-86dfe9ff03f3,Frank,Gray,Frank Gray,https://linkedin.com/in/frank.gray,IT Director at Lenovo,Mountain View,United States,"Kubernetes, ELK Stack, Cryptography, Prompt Engineering, InfluxDB, Python, Lua","Technology leader with 14+ years of experience. Expert in Prompt Engineering, Python, ELK Stack with a track record of building high-performance teams and delivering transformative products.",Leadership
df5f30fd-36a5-4179-8819-6f972f0dc4ab,Veronica,Bowman,Veronica Bowman,https://linkedin.com/in/bowman.v,Developer Relations Engineer at Jasper AI,Bellevue,United States,"MATLAB, Tailwind CSS, Trello, Redux, JavaScript, GitLab, JWT, Elixir, Spring Boot, Jenkins",Developer Relations Engineer with a strong background in JWT and JWT. Committed to engineering excellence and continuous learning.,Mid
c6349a73-6c4a-42b1-abd4-3e5698522ca2,Angela,Cohen,Angela Cohen,https://linkedin.com/in/angela.cohen,Solutions Architect at Tesla,Manila,Philippines,"Helm, GitLab CI, Puppet, Prompt Engineering, IoT, SOAP, Java, Rust","Tech professional with 6+ years of experience specializing in SOAP, IoT, Puppet. Proven track record of delivering high-quality solutions.",Mid
851c98f9-0bf2-4beb-8fce-70bce08732b3,Megan,Parsons,Megan Parsons,https://linkedin.com/in/mparsons,Blockchain Developer at Instacart,Copenhagen,Denmark,"Kubernetes, Docker, Slack, Rust, Django, REST API",Blockchain Developer with a strong background in Slack and Django. Committed to engineering excellence and continuous learning.,Mid
a1d329f9-3de8-48fd-8f9c-8b6406c73065,Jeremy,Johnson,Jeremy Johnson,https://linkedin.com/in/johnson.j,Director of Product at Confluent,Taipei,Taiwan,"Vue.js, Webpack, React, IntelliJ, Bitbucket, System Design, XP","Technology leader with 21+ years of experience. Expert in IntelliJ, System Design, React with a track record of building high-performance teams and delivering transformative products.",Leadership
5c40e3ea-3cf0-481a-a0d5-53cd57dc5408,Leslie,Adams,Leslie Adams,https://linkedin.com/in/ladams,Solutions Engineer at Zoom,Brussels,Belgium,"Clojure, Dart, Java, Azure, Slack, Spring Boot, JWT, WebGL","Passionate Solutions Engineer with a strong foundation in JWT, Azure, Java. Eager to grow and learn in the technology industry.",Entry
a33bf0d8-ab09-453c-be32-d9fb0691847c,Jason,Hahn,Jason Hahn,https://linkedin.com/in/jason-hahn,Developer Relations Engineer at Boston Dynamics,Shenzhen,China,"HTML5, R, Vue.js, Laravel, Ruby, Rust","Experienced Developer Relations Engineer with expertise in Ruby, R, HTML5. Passionate about building scalable, user-centric products that solve real problems.",Mid
2304b96d-0b98-495d-b201-4fa1e2cdd3e5,Nancy,Edwards,Nancy Edwards,https://linkedin.com/in/nancy.edwards,Data Scientist at NVIDIA,Paris,France,"NumPy, TensorFlow, Rust, Julia, SQL, Redis, GitHub, Jira",Data Scientist with a strong background in NumPy and GitHub. Committed to engineering excellence and continuous learning.,Mid
772cb3d4-67c1-481e-811f-31e29f121071,Diana,Foster,Diana Foster,https://linkedin.com/in/foster.d,Technical Support Engineer at Okta,Cambridge,United Kingdom,"R, Clojure, Python, Grafana, Sketch, Obsidian, gRPC, Vue.js, Three.js","Experienced Technical Support Engineer with deep expertise in Python, Clojure, Vue.js. Passionate about solving challenging technical problems and delivering impactful solutions.",Senior
c5c7606e-726d-4bc7-9af1-3ddd493b4ef4,Robin,Ellis,Robin Ellis,https://linkedin.com/in/ellis.r,Solutions Engineer at AMD,Oxford,United Kingdom,"Vite, Prometheus, Jenkins, Lua, Postman","Versatile Solutions Engineer with 3+ years in the tech industry. Skilled in Vite, Postman, Lua with a focus on driving innovation.",Mid
daee80ad-f0b8-4f93-bd8b-869b7876ac0c,Joseph,Wright,Joseph Wright,https://linkedin.com/in/joseph-wright,Solutions Engineer at Elastic,Guangzhou,China,"Kotlin, Elixir, Ansible, Docker, Jira, ASP.NET, Spring Boot, WebGL, jQuery","Technical leader with 9+ years of industry experience. Strong background in Jira, Docker, Spring Boot and a focus on driving innovation.",Senior
ed3f9141-5884-486c-b34a-e567be4df8d3,Anna,Baker,Anna Baker,https://linkedin.com/in/anna-baker,Senior Product Manager at PayPal,Mountain View,United States,"Webpack, Vue.js, Svelte, React, VS Code, Clean Code","Experienced Senior Product Manager with deep expertise in React, Svelte, Vue.js. Passionate about solving challenging technical problems and delivering impactful solutions.",Senior
0c0517f9-5c0c-4567-acc0-20921a9d91b5,Brenda,Hurst,Brenda Hurst,https://linkedin.com/in/hurst.b,Director of Technical Support at Figma,Waterloo,Canada,"Asana, Notion, VS Code, Jetpack Compose, DevOps, Microservices Architecture, ELK Stack, GitLab CI","Technology leader with 12+ years of experience. Expert in Jetpack Compose, GitLab CI, DevOps with a track record of building high-performance teams and delivering transformative products.",Leadership
7b7639e7-0067-4ec6-8580-96b6d68b9889,Reginald,Robinson,Reginald Robinson,https://linkedin.com/in/reginald.robinson309,Principal Data Scientist at Oracle,Guangzhou,China,"Airflow, Transformers, Objective-C, MySQL, Oracle DB, Sketch",Accomplished Principal Data Scientist with a proven track record of success. 12+ years of experience leading teams and initiatives in FAANG & Big Tech companies.,Leadership
e1a54e14-1240-4d94-a2fa-aab7e8e6ef79,Whitney,Hicks,Whitney Hicks,https://linkedin.com/in/whicks,Systems Engineer at eBay,Raleigh,United States,"Vue.js, Rust, Google Cloud, Microsoft Teams, GraphQL","Versatile Systems Engineer with 5+ years in the tech industry. Skilled in Google Cloud, Rust, Vue.js with a focus on driving innovation.",Mid
95739106-c0e0-49ca-9aad-97a5b24a4768,Christopher,Williams,Christopher Williams,https://linkedin.com/in/christopher.williams617,Principal Engineer at Humane,Pittsburgh,United States,"C++, Three.js, PyCharm, GitLab CI, Responsive Design, Flask, GitHub, Prometheus, R, WebSockets",Accomplished Principal Engineer with a proven track record of success. 19+ years of experience leading teams and initiatives in Emerging Tech companies.,Leadership
e4c1f3a3-8309-45df-b789-2897908dee78,Daniel,Burton,Daniel Burton,https://linkedin.com/in/daniel-burton,VP of Engineering at Robinhood,Edinburgh,United Kingdom,"NestJS, Perl, Prometheus, Rust, Linear, ELK Stack","Experienced VP of Engineering with expertise in Prometheus, Linear, Perl. Passionate about building scalable, user-centric products that solve real problems.",Mid
92deeb6f-db18-4e96-8ab2-5f6d2756d99f,Laura,Henderson,Laura Henderson,https://linkedin.com/in/henderson.l,Cybersecurity Specialist at DeepMind,Dublin,Ireland,"System Design, Microservices Architecture, HTML5, PWA, Kotlin Multiplatform, Kubernetes","Seasoned Cybersecurity Specialist with 10+ years of experience leading teams and projects. Expert in System Design, HTML5, Kubernetes with a proven track record of success.",Senior
88a3fe51-6156-408c-b973-2dfc67142b64,Bryan,James,Bryan James,https://linkedin.com/in/bryan.james,Cybersecurity Specialist at Samsung,Barcelona,Spain,"DynamoDB, Snowflake, Ceph, Functional Programming, BDD, NLP, NLTK, Postman, Slack","Senior tech professional specializing in Slack, NLTK, Snowflake. 14+ years of experience building complex systems and mentoring junior engineers.",Senior
07e1ef0a-2aad-46f8-b363-b23352cc2f8d,Wendy,Rice,Wendy Rice,https://linkedin.com/in/wendy.rice,Quantum Computing Engineer at ServiceNow,Warsaw,Poland,"Node.js, GitLab, ELK Stack, Trello, TypeScript","Versatile Quantum Computing Engineer with 5+ years in the tech industry. Skilled in GitLab, Node.js, TypeScript with a focus on driving innovation.",Mid
19170246-b914-40e1-8cfd-0dfbd70dc693,Tasha,Valencia,Tasha Valencia,https://linkedin.com/in/tasha.valencia,Product Marketing Manager at Figma,Boston,United States,"HTML5, Microservices Architecture, Svelte, Bitbucket, WebGL","Passionate Product Marketing Manager with a strong foundation in HTML5, Bitbucket, Svelte. Eager to grow and learn in the technology industry.",Entry
81bbcf85-675d-401a-a115-ef4a36c48b31,Alexander,Le,Alexander Le,https://linkedin.com/in/le.a,AR/VR Engineer at Slack,Redmond,United States,"REST API, Chef, Python, Haskell, Flask",AR/VR Engineer with a strong background in Chef and Flask. Committed to engineering excellence and continuous learning.,Mid
5f228b04-5419-4618-a89c-015b19ccaa06,Erin,Herrera,Erin Herrera,https://linkedin.com/in/erin.herrera,Security Engineer at Meta,San Diego,United States,"Haskell, MATLAB, Swift, Pulumi, Slack, Django, GraphQL, Next.js, jQuery","Junior Engineer with hands-on experience in GraphQL, Next.js, Pulumi. Looking to solve challenging problems and continue developing my skills.",Entry
04b6c5a1-9fb4-4873-953e-ee292a11dab0,Joseph,Davidson,Joseph Davidson,https://linkedin.com/in/davidson.j,Information Security Analyst at Palantir,San Diego,United States,"CloudFormation, Clojure, SQLite, Bioinformatics, Terraform, Prompt Engineering, Swift","Passionate Information Security Analyst with a strong foundation in Clojure, Terraform, Bioinformatics. Eager to grow and learn in the technology industry.",Entry
37ad4397-fe49-482b-b764-8a5fd81fb6cc,Daniel,Graham,Daniel Graham,https://linkedin.com/in/graham.d,Network Engineer at NVIDIA,Los Angeles,United States,"Objective-C, Ruby, CircleCI, GitHub Actions, Bitbucket, Ruby on Rails, PWA, Webpack","Experienced Network Engineer with expertise in Ruby, CircleCI, PWA. Passionate about building scalable, user-centric products that solve real problems.",Mid
8a7c2a00-8d8b-44e1-a3f5-4c19094f6e50,Shawn,Mckay,Shawn Mckay,https://linkedin.com/in/mckay.s,Security Architect at Netflix,Boston,United States,"Ansible, Google Cloud, Istio, IoT, Penetration Testing, SQLite, Java","Technical leader with 11+ years of industry experience. Strong background in Java, Google Cloud, SQLite and a focus on driving innovation.",Senior
100de835-1d34-4456-a142-d366b07c12e4,Nancy,Baker,Nancy Baker,https://linkedin.com/in/baker.n568,Solutions Architect at DeepMind,Taipei,Taiwan,"GitLab, Jira, Microsoft Teams, Colab, Prompt Engineering, Capacitor, Jetpack Compose, TDD","Experienced Solutions Architect with expertise in Jetpack Compose, Prompt Engineering, GitLab. Passionate about building scalable, user-centric products that solve real problems.",Mid
77a0a018-49fc-4a29-9c07-0801087e24de,Vincent,White,Vincent White,https://linkedin.com/in/vincent.white,Data Architect at Cerebras Systems,Portland,United States,"LangChain, GitHub, PyCharm, Julia, Transformers, scikit-learn","Versatile Data Architect with 4+ years in the tech industry. Skilled in Transformers, Julia, LangChain with a focus on driving innovation.",Mid
58e16151-43db-422b-863f-307ab44b2f85,Rita,Harrell,Rita Harrell,https://linkedin.com/in/harrell.r,AI Ethics Researcher at Netflix,Minneapolis,United States,"Lua, Microsoft Teams, spaCy, Spark, SQLite, Cassandra",AI Ethics Researcher with a strong background in Cassandra and spaCy. Committed to engineering excellence and continuous learning.,Mid
db32ccc5-da2e-415c-91d0-5d7220e0096f,Kenneth,Fowler,Kenneth Fowler,https://linkedin.com/in/kenneth.fowler887,Developer Advocate at Samsung,Boulder,United States,"gRPC, Jenkins, NestJS, Slack, Next.js, CI/CD, Scala, TypeScript","Versatile Developer Advocate with 6+ years in the tech industry. Skilled in gRPC, Next.js, Scala with a focus on driving innovation.",Mid
60cf20f3-6c4e-4410-aa14-f8818487ef38,Chelsea,Hernandez,Chelsea Hernandez,https://linkedin.com/in/chernandez517,VP of Technical Support at Hugging Face,Barcelona,Spain,"spaCy, Ray, Big Data, Web3, Android Development, Microsoft Teams","Visionary VP of Technical Support with 24+ years of experience leading teams and driving innovation. Deep expertise in Web3, Android Development, Microsoft Teams and strategic planning.",Leadership
3cff06bf-a0a9-4fc4-a727-f33c7d2c414e,Kathryn,Ryan,Kathryn Ryan,https://linkedin.com/in/kathryn.ryan,Developer Advocate at PayPal,Phoenix,United States,"Git, Python, FastAPI, Colab, MATLAB, Puppet, D3.js, Kotlin, ASP.NET, Ruby",Developer Advocate with a strong background in Kotlin and Git. Committed to engineering excellence and continuous learning.,Mid
81124985-41d4-42f0-bcf3-7010f7a548ee,Kimberly,Moreno,Kimberly Moreno,https://linkedin.com/in/kmoreno,Technical Evangelist at Instacart,Phoenix,United States,"PWA, Clean Code, Kotlin Multiplatform, ONNX, CSS3, Reactive Programming, System Design, Tailwind CSS",Technical Evangelist with a strong background in PWA and PWA. Committed to engineering excellence and continuous learning.,Mid
2c096cdf-31f4-46d1-be4d-e26a3857fc74,Aaron,Nguyen,Aaron Nguyen,https://linkedin.com/in/anguyen,Data Analyst at Microsoft,Irvine,United States,"LLMs, MongoDB, Cassandra, Transformers, Haskell, Trello","Tech professional with 3+ years of experience specializing in LLMs, Transformers, Cassandra. Proven track record of delivering high-quality solutions.",Mid
a4ea5716-2d46-4e8c-8925-9e232160cabe,Andrew,Hickman,Andrew Hickman,https://linkedin.com/in/andrew.hickman,Solutions Architect at Atlassian,São Paulo,Brazil,"Istio, Azure, Dart, Angular, PWA, SwiftUI",Emerging tech professional focused on Dart. Graduated from Columbia University with a background in Quantum Computing.,Entry
ea8430ce-e041-44da-b66f-203d7ba09dff,Natasha,Decker,Natasha Decker,https://linkedin.com/in/ndecker,Technical Evangelist at Oracle,Atlanta,United States,"C#, Elixir, TensorFlow Lite, ARCore, Airflow, TDD","Passionate Technical Evangelist with a strong foundation in ARCore, TensorFlow Lite, Elixir. Eager to grow and learn in the technology industry.",Entry
cbf3dd9b-572c-4e7c-b0f5-fb1656129401,Kyle,Brown,Kyle Brown,https://linkedin.com/in/brown.k,Product Manager at ByteDance,Paris,France,"Redux, Webpack, PWA, Bitbucket, Colab, System Design, DDD","Versatile Product Manager with 4+ years in the tech industry. Skilled in Webpack, Bitbucket, DDD with a focus on driving innovation.",Mid
f72165f1-651b-4809-a35a-27231c3a7582,Natalie,Arroyo,Natalie Arroyo,https://linkedin.com/in/narroyo,Head of Technical Support at DeepMind,San Jose,United States,"C#, PHP, Cryptography, AR/VR, Google Cloud, ELK Stack, Diffusion Models, PyTorch",Accomplished Head of Technical Support with a proven track record of success. 19+ years of experience leading teams and initiatives in AI & ML Focused companies.,Leadership
4d0a187d-3ad0-48ac-a2c7-1469bf1e936c,Christopher,Tucker,Christopher Tucker,https://linkedin.com/in/ctucker,Senior Product Manager at Snowflake,Redmond,United States,"WebGL, Angular, cURL, Microservices Architecture","Experienced Senior Product Manager with deep expertise in Angular, WebGL, Microservices Architecture. Passionate about solving challenging technical problems and delivering impactful solutions.",Senior
2597bcbe-eba6-4abc-b9c5-734219935420,Chad,Hodges,Chad Hodges,https://linkedin.com/in/chodges,Compliance Specialist at Intel,Oakland,United States,"OAuth, SOLID Principles, Microservices Architecture, DynamoDB, Xamarin","Tech professional with 6+ years of experience specializing in Xamarin, OAuth, DynamoDB. Proven track record of delivering high-quality solutions.",Mid
edb5bcf7-fbe4-4ac4-8798-28c45b3a60f4,Katie,Anderson,Katie Anderson,https://linkedin.com/in/kanderson,Senior Software Engineer at Clubhouse,Berlin,Germany,"Helm, Vite, Kotlin, WebSockets, Trello, Rust","Experienced Senior Software Engineer with deep expertise in Trello, WebSockets, Helm. Passionate about solving challenging technical problems and delivering impactful solutions.",Senior
e5259805-0bb6-4157-989c-350bef586a1b,Thomas,Pierce,Thomas Pierce,https://linkedin.com/in/tpierce,Senior Product Manager at HashiCorp,Washington DC,United States,"Svelte, Responsive Design, Angular, Vite, IntelliJ, VS Code, Clean Code","Seasoned Senior Product Manager with 11+ years of experience leading teams and projects. Expert in Angular, Responsive Design, Clean Code with a proven track record of success.",Senior
c98fd931-6ab0-48db-93cb-436dff36ca3c,Joseph,Brennan,Joseph Brennan,https://linkedin.com/in/brennan.j,Technical Account Manager at Tencent,Hyderabad,India,"Game Development, Docker, DDD, Distributed Systems, HTML5, React","Junior Manager with hands-on experience in DDD, HTML5, Distributed Systems. Looking to solve challenging problems and continue developing my skills.",Entry
b2bc303d-353f-4167-aa44-332db8d49d74,Rodney,Lewis,Rodney Lewis,https://linkedin.com/in/lewis.r,UX Researcher at Slack,Santa Monica,United States,"Cybersecurity, Penetration Testing, Jenkins, gRPC, Helm, Supabase","Experienced UX Researcher with expertise in Supabase, Cybersecurity, Helm. Passionate about building scalable, user-centric products that solve real problems.",Mid
c60534db-9154-4055-8673-6fa90101ecef,Amber,Blair,Amber Blair,https://linkedin.com/in/amber-blair155,Technical Evangelist at Zoom,Jakarta,Indonesia,"Haskell, Swift, Bitbucket, PWA, Big Data",Technical Evangelist with a strong background in PWA and PWA. Committed to engineering excellence and continuous learning.,Mid
9b1d1f36-5b4d-4f7d-b102-645306534ccd,James,Collins,James Collins,https://linkedin.com/in/james.collins,Quantum Computing Engineer at SpaceX,Taipei,Taiwan,"Python, JWT, Google Cloud, MATLAB, Colab, Clojure, Sketch, CSS3",Quantum Computing Engineer with a strong background in Python and Colab. Committed to engineering excellence and continuous learning.,Mid
edc25683-09ff-4775-bbf7-a982a96cab1c,Wanda,Santos,Wanda Santos,https://linkedin.com/in/santos.w,Technical Account Manager at Weights & Biases,Mountain View,United States,"PWA, Quantum Computing, Vue.js, Blockchain, Ruby",Emerging tech professional focused on PWA. Graduated from Cornell University with a background in Data Science.,Entry
da4bb613-3da3-4be6-bba6-ec71957016ef,Samuel,Holmes,Samuel Holmes,https://linkedin.com/in/samuel.holmes729,IT Director at Microsoft,Shanghai,China,"GitHub Actions, Docker, Kubernetes, Penetration Testing, Supabase, Snowflake, Java, Python","Executive technology professional with extensive experience in Snowflake, Supabase, GitHub Actions. 13+ years of leadership in the tech industry, focused on organizational growth and excellence.",Leadership
